customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,senior_citizen,partner,dependents,phone_service,multiple_lines,online_security,online_backup,tech_support,streaming_tv,streaming_movies,paperless_billing,churn
CUST-04173,54,87.12,4692.68,One year,DSL,Electronic check,0,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,1
CUST-04174,1,35.63,33.22,Month-to-month,No,Mailed check,0,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04175,44,53.14,2301.04,One year,Fiber optic,Credit card,1,No,No,Yes,No,No,Yes,No,Yes,No,Yes,0
CUST-04176,9,24.28,228.25,Two year,No,Credit card,1,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04177,32,45.54,1435.15,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,0
CUST-04178,15,96.38,1447.73,Month-to-month,DSL,Mailed check,0,No,No,Yes,No,No,Yes,Yes,Yes,No,No,1
CUST-04179,12,108.27,1288.35,Month-to-month,DSL,Credit card,0,No,No,No,No phone service,Yes,Yes,No,No,Yes,No,0
CUST-04180,57,40.6,2292.65,One year,DSL,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0
CUST-04181,8,65.28,506.15,Two year,Fiber optic,Credit card,1,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1
CUST-04182,72,65.97,4754.36,Two year,No,Credit card,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04183,27,107.1,2866.07,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,1
CUST-04184,62,95.81,5925.24,Month-to-month,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04185,12,70.33,857.23,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,1
CUST-04186,65,86.42,5669.35,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-04187,42,104.43,4395.61,Month-to-month,DSL,Credit card,0,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,0
CUST-04188,62,18.97,1157.79,Month-to-month,No,Mailed check,0,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04189,11,59.09,642.65,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,No,No,No,No,No,No,1
CUST-04190,43,110.54,4753.85,Two year,No,Electronic check,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-04191,17,93.51,1582.68,One year,DSL,Mailed check,0,Yes,No,Yes,No,No,Yes,No,Yes,No,No,1
CUST-04192,32,73.37,2365.9,One year,DSL,Credit card,0,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0
CUST-04193,40,72.02,2885.15,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,No,No,No,No,No,No,Yes,0
CUST-04194,23,53.47,1247.97,Two year,Fiber optic,Bank transfer,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,0
CUST-04195,56,71.09,3974.75,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,0
CUST-04196,6,84.85,535.61,Two year,No,Credit card,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-04197,50,60.67,3030.17,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0
CUST-04198,37,90.84,3341.66,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1
CUST-04199,64,105.85,6817.95,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1
CUST-04200,54,33.78,1787.62,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,0
CUST-04201,72,64.06,4597.55,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,0
CUST-04202,49,59.62,2908.84,Two year,No,Mailed check,1,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04203,11,88.12,1019.49,Month-to-month,Fiber optic,Bank transfer,1,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,1
CUST-04204,49,43.49,2167.15,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1
CUST-04205,21,83.31,1779.39,One year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1
CUST-04206,66,107.5,7088.39,Month-to-month,DSL,Credit card,0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,0
CUST-04207,63,60.65,3869.47,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST-04208,28,110.92,3113.13,One year,DSL,Electronic check,1,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,1
CUST-04209,17,119.3,2047.65,Month-to-month,DSL,Mailed check,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0
CUST-04210,6,28.82,176.51,Two year,DSL,Credit card,0,Yes,No,No,No phone service,Yes,No,No,No,Yes,Yes,0
CUST-04211,19,41.77,792.64,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04212,56,114.94,6431.6,Two year,DSL,Credit card,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,0
CUST-04213,28,115.75,3236.81,One year,No,Mailed check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-04214,66,27.97,1858.19,Two year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0
CUST-04215,38,19.53,749.48,Month-to-month,DSL,Electronic check,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0
CUST-04216,37,34.43,1273.28,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No phone service,No,Yes,Yes,Yes,Yes,No,0
CUST-04217,68,119.59,8162.31,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,Yes,No,No,No,Yes,Yes,1
CUST-04218,49,36.36,1722.3,Month-to-month,Fiber optic,Bank transfer,1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0
CUST-04219,43,69.26,2988.38,Two year,Fiber optic,Electronic check,0,No,No,Yes,No,No,Yes,Yes,No,No,Yes,1
CUST-04220,36,104.54,3777.79,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,0
CUST-04221,58,20.08,1187.58,Two year,Fiber optic,Credit card,0,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,0
CUST-04222,13,79.66,1034.28,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,No,No,Yes,No,No,No,No,0
CUST-04223,52,46.26,2409.68,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1
CUST-04224,58,105.96,6165.4,Two year,No,Bank transfer,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-04225,32,46.91,1530.94,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,No,No,No,No,No,Yes,Yes,0
CUST-04226,60,88.05,5276.99,One year,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,0
CUST-04227,58,86.77,5038.0,Month-to-month,No,Mailed check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-04228,56,40.59,2306.61,Two year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-04229,28,21.55,560.92,One year,Fiber optic,Mailed check,0,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0
CUST-04230,1,59.74,45.94,One year,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1
CUST-04231,42,47.5,2024.32,Month-to-month,No,Electronic check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04232,48,100.52,4846.81,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,0
CUST-04233,40,99.64,3996.05,Two year,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,0
CUST-04234,63,64.62,4062.09,Two year,DSL,Credit card,0,No,Yes,Yes,No,No,No,No,No,Yes,No,0
CUST-04235,72,79.86,5732.28,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,No,No,No,0
CUST-04236,4,79.63,306.7,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-04237,38,102.37,3921.02,Month-to-month,Fiber optic,Mailed check,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST-04238,27,61.35,1643.88,Month-to-month,No,Electronic check,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-04239,9,46.1,416.93,One year,DSL,Bank transfer,0,Yes,No,Yes,No,Yes,No,No,No,No,Yes,1
CUST-04240,16,45.03,705.41,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0
CUST-04241,56,72.69,4087.5,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,0
CUST-04242,31,63.81,1967.34,One year,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04243,14,62.89,878.51,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,No,No,No,No,Yes,No,Yes,0
CUST-04244,25,27.3,648.83,One year,DSL,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,Yes,No,No,0
CUST-04245,34,91.3,3071.93,Two year,DSL,Credit card,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,0
CUST-04246,67,39.8,2666.75,Month-to-month,DSL,Mailed check,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,1
CUST-04247,24,38.09,887.66,One year,DSL,Bank transfer,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,0
CUST-04248,26,60.1,1604.7,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,0
CUST-04249,20,41.23,783.37,Month-to-month,No,Mailed check,0,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-04250,64,77.55,4947.2,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,Yes,Yes,No,No,No,No,0
CUST-04251,10,55.89,559.23,Month-to-month,Fiber optic,Credit card,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1
CUST-04252,67,63.79,4266.63,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,1
CUST-04253,24,72.79,1724.88,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,No,No,No,1
CUST-04254,5,38.76,174.64,Two year,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,0
CUST-04255,67,33.89,2250.82,One year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04256,58,107.8,6246.67,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,Yes,No,No,No,No,0
CUST-04257,27,62.24,1719.52,One year,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04258,15,60.03,902.01,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-04259,35,21.63,780.71,Month-to-month,DSL,Credit card,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0
CUST-04260,53,68.79,3656.01,Month-to-month,DSL,Mailed check,0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,1
CUST-04261,44,74.53,3301.6,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,1
CUST-04262,26,75.0,1894.0,One year,Fiber optic,Bank transfer,0,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,0
CUST-04263,47,90.12,4229.55,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,1
CUST-04264,34,36.1,1253.54,Month-to-month,Fiber optic,Mailed check,1,No,No,Yes,No,No,Yes,Yes,No,No,Yes,0
CUST-04265,50,43.73,2175.07,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,1
CUST-04266,12,100.69,1243.53,Month-to-month,No,Bank transfer,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04267,4,114.61,488.12,Month-to-month,DSL,Electronic check,1,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,1
CUST-04268,48,31.87,1520.38,Month-to-month,DSL,Electronic check,1,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0
CUST-04269,55,68.76,3771.74,One year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0
CUST-04270,1,39.85,19.58,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1
CUST-04271,66,24.13,1579.99,One year,Fiber optic,Credit card,0,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,0
CUST-04272,30,51.2,1511.35,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-04273,3,32.66,106.56,Month-to-month,No,Credit card,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-04274,21,90.41,1869.49,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0
CUST-04275,49,72.44,3561.63,One year,DSL,Credit card,0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,0
CUST-04276,62,32.67,2038.1,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,0
CUST-04277,38,18.94,686.5,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,0
CUST-04278,15,100.43,1537.45,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-04279,52,35.97,1880.71,Month-to-month,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04280,46,79.83,3687.17,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,1
CUST-04281,25,52.37,1294.08,One year,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0
CUST-04282,21,77.72,1644.57,Month-to-month,DSL,Electronic check,1,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,0
CUST-04283,5,50.2,273.53,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,1
CUST-04284,70,26.87,1878.93,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0
CUST-04285,47,40.74,1954.82,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0
CUST-04286,68,37.18,2529.12,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,1
CUST-04287,18,61.66,1132.7,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,Yes,No,No,0
CUST-04288,21,85.14,1793.8,Two year,Fiber optic,Credit card,0,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,1
CUST-04289,23,44.91,1044.64,Month-to-month,Fiber optic,Mailed check,1,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,0
CUST-04290,64,19.23,1197.29,One year,Fiber optic,Credit card,1,Yes,No,Yes,No,No,No,No,Yes,No,Yes,0
CUST-04291,67,70.93,4759.73,One year,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,0
CUST-04292,40,79.79,3176.9,Month-to-month,DSL,Credit card,0,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,0
CUST-04293,10,116.21,1145.17,One year,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04294,52,78.13,4097.64,Two year,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0
CUST-04295,72,66.06,4752.04,Month-to-month,No,Credit card,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-04296,61,76.49,4645.82,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,0
CUST-04297,64,112.65,7202.42,Two year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,0
CUST-04298,5,102.49,486.44,One year,DSL,Credit card,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1
CUST-04299,53,50.94,2728.5,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,0
CUST-04300,55,42.2,2307.09,One year,Fiber optic,Electronic check,0,No,No,Yes,No,No,Yes,No,Yes,No,Yes,0
CUST-04301,37,44.79,1667.82,One year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,0
CUST-04302,56,69.45,3916.32,One year,DSL,Electronic check,0,No,Yes,Yes,No,Yes,No,No,No,Yes,No,0
CUST-04303,59,93.89,5529.51,Two year,Fiber optic,Credit card,0,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,0
CUST-04304,69,69.33,4794.41,Month-to-month,DSL,Electronic check,1,No,No,Yes,No,No,Yes,No,Yes,Yes,No,0
CUST-04305,59,24.92,1449.68,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No phone service,No,No,Yes,No,No,No,1
CUST-04306,2,91.81,232.54,One year,No,Electronic check,0,Yes,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-04307,65,100.21,6532.38,Month-to-month,No,Bank transfer,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04308,60,47.53,2847.95,One year,Fiber optic,Credit card,0,No,Yes,No,No phone service,Yes,No,No,No,Yes,Yes,0
CUST-04309,51,85.74,4357.28,Month-to-month,DSL,Electronic check,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,0
CUST-04310,30,61.51,1843.02,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,No,No,No,Yes,Yes,No,No,1
CUST-04311,11,108.69,1188.79,Month-to-month,No,Mailed check,0,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-04312,39,104.21,4103.25,One year,DSL,Credit card,0,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,0
CUST-04313,72,71.59,5129.97,One year,No,Mailed check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-04314,63,88.53,5580.09,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,1
CUST-04315,64,108.1,6918.03,Month-to-month,No,Mailed check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04316,61,68.56,4179.81,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,0
CUST-04317,54,49.95,2695.13,One year,Fiber optic,Mailed check,0,Yes,No,No,No phone service,Yes,Yes,Yes,No,Yes,No,1
CUST-04318,58,94.87,5500.14,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No phone service,Yes,No,Yes,No,No,Yes,1
CUST-04319,56,40.45,2282.66,One year,No,Credit card,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-04320,34,57.63,1971.6,Month-to-month,No,Credit card,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04321,31,106.3,3303.68,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,No phone service,Yes,Yes,No,Yes,No,No,1
CUST-04322,52,91.89,4717.6,One year,Fiber optic,Mailed check,0,No,No,Yes,No,No,No,No,No,No,Yes,0
CUST-04323,1,59.19,65.19,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No phone service,No,No,Yes,No,Yes,No,1
CUST-04324,55,39.9,2161.39,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,1
CUST-04325,22,54.31,1207.75,Month-to-month,No,Bank transfer,1,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04326,40,46.98,1908.69,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,1
CUST-04327,1,35.96,17.44,Month-to-month,Fiber optic,Credit card,1,Yes,No,No,No phone service,Yes,Yes,Yes,No,Yes,No,1
CUST-04328,65,93.82,6093.06,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,No,No,No,No,Yes,Yes,1
CUST-04329,63,43.71,2741.74,One year,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0
CUST-04330,54,64.33,3498.53,One year,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04331,42,57.36,2411.02,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,No,Yes,No,No,No,No,1
CUST-04332,21,118.17,2516.14,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1
CUST-04333,22,57.89,1281.86,One year,Fiber optic,Credit card,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,0
CUST-04334,38,26.16,998.93,One year,DSL,Credit card,0,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,0
CUST-04335,8,27.16,218.64,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,1
CUST-04336,62,78.26,4868.48,One year,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04337,47,79.14,3684.83,Two year,Fiber optic,Credit card,0,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,0
CUST-04338,17,60.71,1033.78,Month-to-month,No,Bank transfer,0,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04339,17,62.05,1053.45,Two year,DSL,Electronic check,1,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0
CUST-04340,13,23.5,320.01,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04341,17,70.69,1197.98,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,No phone service,Yes,No,Yes,Yes,No,No,1
CUST-04342,38,69.48,2619.47,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,1
CUST-04343,45,33.25,1496.4,One year,Fiber optic,Bank transfer,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0
CUST-04344,6,28.59,149.88,Month-to-month,No,Electronic check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-04345,35,30.6,1032.49,Two year,DSL,Electronic check,1,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,0
CUST-04346,14,28.3,410.74,Two year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0
CUST-04347,72,80.19,5785.26,One year,No,Mailed check,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-04348,61,38.04,2329.78,Month-to-month,DSL,Electronic check,0,No,Yes,No,No phone service,Yes,Yes,No,Yes,Yes,Yes,1
CUST-04349,15,43.65,680.81,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,0
CUST-04350,54,35.7,1914.5,Two year,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1
CUST-04351,27,115.7,3095.28,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,0
CUST-04352,13,105.17,1365.81,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0
CUST-04353,31,41.51,1279.86,One year,DSL,Mailed check,0,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,0
CUST-04354,35,51.41,1782.5,One year,Fiber optic,Electronic check,0,No,No,Yes,No,No,No,No,No,No,No,0
CUST-04355,60,39.41,2363.0,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0
CUST-04356,6,68.17,396.79,Month-to-month,DSL,Mailed check,0,No,No,Yes,No,No,No,No,No,No,No,0
CUST-04357,69,20.0,1343.28,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,0
CUST-04358,58,86.48,5007.02,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,1
CUST-04359,49,71.36,3473.91,One year,DSL,Mailed check,0,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0
CUST-04360,23,109.66,2526.81,Two year,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04361,34,34.77,1169.06,Two year,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04362,26,100.02,2622.75,One year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04363,47,98.78,4674.74,One year,Fiber optic,Credit card,0,No,No,Yes,No,No,Yes,No,Yes,No,Yes,1
CUST-04364,5,30.97,168.44,Month-to-month,No,Credit card,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-04365,20,58.65,1141.98,One year,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-04366,6,35.36,242.26,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,1
CUST-04367,70,43.98,3110.11,Month-to-month,DSL,Credit card,0,No,No,No,No phone service,No,No,No,No,No,Yes,0
